corp_code,corp_name,stock_code,filing_date,report_name,report_period,amount_display,change_display,change_pct_display,yoy_change_display,yoy_change_pct_display,amount_eok,change_eok,change_pct,yoy_change_eok,yoy_change_pct
01101722,시스네오텍,226440,20230330,[기재정정]사업보고서 (2021.12),2021.12,171.62,-,-,-,-,171.61701,,,,
01101722,시스네오텍,226440,20220516,분기보고서 (2022.03),2022.03,155.61,-16.01,-9.33%,-,-,155.61,-16.00700999999998,-9.32716984173071,,
01101722,시스네오텍,226440,20220816,반기보고서 (2022.06),2022.06,111.46,-44.15,-28.37%,-,-,111.46,-44.15000000000002,-28.37221258273891,,
01101722,시스네오텍,226440,20221114,분기보고서 (2022.09),2022.09,9.78,-101.68,-91.23%,-,-,9.78,-101.67999999999999,-91.22555176745021,,
01101722,시스네오텍,226440,20240124,[기재정정]사업보고서 (2022.12),2022.12,17.8,+8.02,+82.00%,-153.82,-89.63%,17.8,8.020000000000001,82.00408997955013,-153.81700999999998,-89.6280677538899
01101722,시스네오텍,226440,20230515,분기보고서 (2023.03),2023.03,12.18,-5.62,-31.57%,-143.43,-92.17%,12.18,-5.620000000000001,-31.57303370786517,-143.43,-92.17273954116058
01101722,시스네오텍,226440,20230814,반기보고서 (2023.06),2023.06,18.31,+6.13,+50.33%,-93.15,-83.57%,18.31,6.129999999999999,50.32840722495895,-93.14999999999999,-83.57258209223039
01101722,시스네오텍,226440,20231114,분기보고서 (2023.09),2023.09,75.4,+57.09,+311.80%,+65.62,+670.96%,75.4,57.09,311.796832332059,65.62,670.9611451942741
01101722,시스네오텍,226440,20250411,[기재정정]사업보고서 (2023.12),2023.12,30.92,-44.48,-58.99%,+13.12,+73.71%,30.92,-44.480000000000004,-58.9920424403183,13.120000000000001,73.70786516853933
01101722,시스네오텍,226440,20240516,분기보고서 (2024.03),2024.03,24.57,-6.35,-20.54%,+12.39,+101.72%,24.57,-6.350000000000001,-20.536869340232865,12.39,101.72413793103449
01101722,시스네오텍,226440,20240814,반기보고서 (2024.06),2024.06,27.01,+2.44,+9.93%,+8.7,+47.52%,27.01,2.4400000000000013,9.930809930809925,8.700000000000003,47.51501911523759
01101722,시스네오텍,226440,20241114,분기보고서 (2024.09),2024.09,271.01,+244,+903.37%,+195.61,+259.43%,271.01,244.0,903.3691225472046,195.60999999999999,259.42970822281166
01101722,시스네오텍,226440,20250725,[기재정정]사업보고서 (2024.12),2024.12,236.3,-34.71,-12.81%,+205.38,+664.23%,236.3,-34.70999999999998,-12.807645474336738,205.38,664.2302716688226
01101722,시스네오텍,226440,20250514,분기보고서 (2025.03),2025.03,154.23,-82.07,-34.73%,+129.66,+527.72%,154.23,-82.07000000000002,-34.73127380448583,129.66,527.7167277167277
01101722,시스네오텍,226440,20250813,반기보고서 (2025.06),2025.06,94.66,-59.57,-38.62%,+67.65,+250.46%,94.66,-59.56999999999999,-38.62413278869221,67.64999999999999,250.46279155868194
01101722,시스네오텍,226440,20251114,분기보고서 (2025.09),2025.09,43.63,-51.03,-53.91%,-227.38,-83.90%,43.63,-51.029999999999994,-53.90872596661737,-227.38,-83.90096306409359
01101722,시스네오텍,226440,20260323,사업보고서 (2025.12),2025.12,25.05,-18.58,-42.59%,-211.25,-89.40%,25.05,-18.580000000000002,-42.58537703415082,-211.25,-89.39906898011003
