corp_code,corp_name,stock_code,filing_date,report_name,report_period,amount_display,change_display,change_pct_display,yoy_change_display,yoy_change_pct_display,amount_eok,change_eok,change_pct,yoy_change_eok,yoy_change_pct
00114792,동국홀딩스,001230,20220324,[기재정정]사업보고서 (2021.12),2021.12,564.08,-,-,-,-,564.08,,,,
00114792,동국홀딩스,001230,20220516,분기보고서 (2022.03),2022.03,355.91,-208.17,-36.90%,-,-,355.91,-208.17000000000002,-36.904339809956035,,
00114792,동국홀딩스,001230,20220816,반기보고서 (2022.06),2022.06,320.04,-35.87,-10.08%,-,-,320.04,-35.870000000000005,-10.078390604366271,,
00114792,동국홀딩스,001230,20221114,분기보고서 (2022.09),2022.09,261.78,-58.26,-18.20%,-,-,261.78,-58.26000000000005,-18.203974503187116,,
00114792,동국홀딩스,001230,20230316,사업보고서 (2022.12),2022.12,375.5,+113.72,+43.44%,-188.58,-33.43%,375.5,113.72000000000003,43.44105737642296,-188.58000000000004,-33.431428166217565
00114792,동국홀딩스,001230,20230515,분기보고서 (2023.03),2023.03,357.57,-17.93,-4.77%,+1.66,+0.47%,357.57,-17.930000000000007,-4.774966711051931,1.6599999999999682,0.4664100474839055
00114792,동국홀딩스,001230,20231114,분기보고서 (2023.09),2023.09,242.41,-115.16,-32.21%,-19.37,-7.40%,242.41,-115.16,-32.206281287580055,-19.369999999999976,-7.399342959737175
00114792,동국홀딩스,001230,20240329,[기재정정]사업보고서 (2023.12),2023.12,294.07,+51.66,+21.31%,-81.43,-21.69%,294.07,51.66,21.31100202136875,-81.43,-21.685752330226364
00114792,동국홀딩스,001230,20240516,분기보고서 (2024.03),2024.03,216.04,-78.03,-26.53%,-141.53,-39.58%,216.04,-78.03,-26.53449858877138,-141.53,-39.581061050983024
00114792,동국홀딩스,001230,20240814,반기보고서 (2024.06),2024.06,262.73,+46.69,+21.61%,-,-,262.73,46.690000000000026,21.61173856693206,,
00114792,동국홀딩스,001230,20241114,분기보고서 (2024.09),2024.09,116.06,-146.67,-55.83%,-126.35,-52.12%,116.06,-146.67000000000002,-55.82537205496136,-126.35,-52.1224371931851
00114792,동국홀딩스,001230,20250318,사업보고서 (2024.12),2024.12,245.32,+129.26,+111.37%,-48.75,-16.58%,245.32,129.26,111.37342753748061,-48.75,-16.57768558506478
00114792,동국홀딩스,001230,20250515,분기보고서 (2025.03),2025.03,90.14,-155.18,-63.26%,-125.9,-58.28%,90.14,-155.18,-63.256155225827484,-125.89999999999999,-58.27624513978893
00114792,동국홀딩스,001230,20250814,반기보고서 (2025.06),2025.06,272.99,+182.85,+202.85%,+10.26,+3.91%,272.99,182.85000000000002,202.85112047925452,10.259999999999991,3.905149773531759
00114792,동국홀딩스,001230,20251114,분기보고서 (2025.09),2025.09,718.08,+445.09,+163.04%,+602.02,+518.71%,718.08,445.09000000000003,163.0426022931243,602.02,518.7144580389454
00114792,동국홀딩스,001230,20260318,사업보고서 (2025.12),2025.12,310.51,-407.57,-56.76%,+65.19,+26.57%,310.51,-407.57000000000005,-56.75829991087345,65.19,26.573455079080382
