corp_code,corp_name,stock_code,filing_date,report_name,report_period,amount_display,change_display,change_pct_display,yoy_change_display,yoy_change_pct_display,amount_eok,change_eok,change_pct,yoy_change_eok,yoy_change_pct
00130879,서울식품공업,004410,20220323,사업보고서 (2021.12),2021.12,0.06,-,-,-,-,0.06070731,,,,
00130879,서울식품공업,004410,20220513,분기보고서 (2022.03),2022.03,0.06,-0,-7.89%,-,-,0.05591462,-0.004792690000000002,-7.894749413209057,,
00130879,서울식품공업,004410,20220812,반기보고서 (2022.06),2022.06,0.05,-0,-8.57%,-,-,0.05112194,-0.0047926800000000006,-8.571425505529684,,
00130879,서울식품공업,004410,20221111,분기보고서 (2022.09),2022.09,0.05,-0,-9.37%,-,-,0.04632926,-0.0047926800000000006,-9.374996332298814,,
00130879,서울식품공업,004410,20230323,사업보고서 (2022.12),2022.12,0.04,-0,-6.34%,-0.02,-28.52%,0.04339231,-0.0029369499999999937,-6.339298318168673,-0.017314999999999997,-28.522100550988007
00130879,서울식품공업,004410,20230512,분기보고서 (2023.03),2023.03,0.04,-0.01,-11.54%,-0.02,-31.35%,0.03838552,-0.005006790000000004,-11.538426970124437,-0.0175291,-31.349761475621225
00130879,서울식품공업,004410,20230811,반기보고서 (2023.06),2023.06,0.04,+0.01,+13.04%,-0.01,-15.12%,0.04339233,0.00500681,13.043486189583998,-0.007729609999999998,-15.119946543499715
00130879,서울식품공업,004410,20231114,분기보고서 (2023.09),2023.09,0.03,-0.02,-34.62%,-0.02,-38.76%,0.02837189,-0.01502044,-34.61542627464347,-0.017957369999999997,-38.7603212311183
00130879,서울식품공업,004410,20240320,사업보고서 (2023.12),2023.12,0.02,-0.01,-17.65%,-0.02,-46.15%,0.02336509,-0.005006799999999999,-17.647044310407235,-0.020027220000000002,-46.15384615384615
00130879,서울식품공업,004410,20240514,분기보고서 (2024.03),2024.03,0.02,-0.01,-21.43%,-0.02,-52.17%,0.01835828,-0.00500681,-21.42859282801821,-0.020027239999999998,-52.173944758335956
00130879,서울식품공업,004410,20240813,반기보고서 (2024.06),2024.06,0.01,-0.01,-27.27%,-0.03,-69.23%,0.01335148,-0.0050068000000000005,-27.272707464969482,-0.03004085,-69.2307834126446
00130879,서울식품공업,004410,20241114,분기보고서 (2024.09),2024.09,0.01,-0.01,-37.50%,-0.02,-70.59%,0.00834467,-0.00500681,-37.500037449031865,-0.02002722,-70.58824773393665
00130879,서울식품공업,004410,20250320,사업보고서 (2024.12),2024.12,0,-0.01,-60.00%,-0.02,-85.71%,0.00333787,-0.0050068000000000005,-59.999976032605254,-0.020027220000000002,-85.71428571428572
00130879,서울식품공업,004410,20250515,분기보고서 (2025.03),2025.03,0.06,+0.06,"+1,724.84%",+0.04,+231.79%,0.06091087,0.057573,1724.8424893719648,0.04255259,231.78963388727047
00130879,서울식품공업,004410,20250814,반기보고서 (2025.06),2025.06,0.06,-0.01,-8.57%,+0.04,+317.11%,0.05568994,-0.005220929999999999,-8.571425757011841,0.04233846,317.10686755326003
00130879,서울식품공업,004410,20251114,분기보고서 (2025.09),2025.09,0.07,+0.01,+24.92%,+0.06,+733.68%,0.06956792,0.013877980000000005,24.920084309661682,0.06122325000000001,733.6809005029559
00130879,서울식품공업,004410,20260319,사업보고서 (2025.12),2025.12,0.06,-0.01,-10.34%,+0.06,"+1,768.59%",0.06237124,-0.007196680000000004,-10.34482560352531,0.05903337,1768.5940435067873
