corp_code,corp_name,stock_code,filing_date,report_name,report_period,amount_display,change_display,change_pct_display,yoy_change_display,yoy_change_pct_display,amount_eok,change_eok,change_pct,yoy_change_eok,yoy_change_pct
00173069,아진카인텍,011400,20230331,사업보고서 (2022.12),2022.12,0.03,-,-,-,-,0.03417,,,,
00173069,아진카인텍,011400,20230515,분기보고서 (2023.03),2023.03,0.03,-0,-0.59%,-,-,0.03397,-0.0001999999999999988,-0.5853087503658094,,
00173069,아진카인텍,011400,20230814,반기보고서 (2023.06),2023.06,0.03,0,0.00%,-,-,0.03397,0.0,0.0,,
00173069,아진카인텍,011400,20231114,분기보고서 (2023.09),2023.09,0.03,0,0.00%,-,-,0.03397,0.0,0.0,,
00173069,아진카인텍,011400,20240329,사업보고서 (2023.12),2023.12,0.03,+0,+0.59%,0,0.00%,0.03417,0.0001999999999999988,0.5887547836326057,0.0,0.0
00173069,아진카인텍,011400,20240516,분기보고서 (2024.03),2024.03,0.03,-0,-0.59%,0,0.00%,0.03397,-0.0001999999999999988,-0.5853087503658094,0.0,0.0
00173069,아진카인텍,011400,20240814,반기보고서 (2024.06),2024.06,0.03,0,0.00%,0,0.00%,0.03397,0.0,0.0,0.0,0.0
00173069,아진카인텍,011400,20241114,분기보고서 (2024.09),2024.09,0.03,0,0.00%,0,0.00%,0.03397,0.0,0.0,0.0,0.0
00173069,아진카인텍,011400,20250403,[기재정정]사업보고서 (2024.12),2024.12,0.03,+0,+0.59%,0,0.00%,0.03417,0.0001999999999999988,0.5887547836326057,0.0,0.0
00173069,아진카인텍,011400,20250515,분기보고서 (2025.03),2025.03,0.03,-0,-0.59%,0,0.00%,0.03397,-0.0001999999999999988,-0.5853087503658094,0.0,0.0
00173069,아진카인텍,011400,20250814,반기보고서 (2025.06),2025.06,0.03,0,0.00%,0,0.00%,0.03397,0.0,0.0,0.0,0.0
00173069,아진카인텍,011400,20251114,분기보고서 (2025.09),2025.09,0.03,0,0.00%,0,0.00%,0.03397,0.0,0.0,0.0,0.0
00173069,아진카인텍,011400,20260331,사업보고서 (2025.12),2025.12,0.03,+0,+0.59%,0,0.00%,0.03417,0.0001999999999999988,0.5887547836326057,0.0,0.0
