corp_code,corp_name,stock_code,filing_date,report_name,report_period,amount_display,change_display,change_pct_display,yoy_change_display,yoy_change_pct_display,amount_eok,change_eok,change_pct,yoy_change_eok,yoy_change_pct
00145446,이건산업,008250,20220321,사업보고서 (2021.12),2021.12,421.6,-,-,-,-,421.6,,,,
00145446,이건산업,008250,20220513,분기보고서 (2022.03),2022.03,630.3,+208.7,+49.50%,-,-,630.3,208.69999999999993,49.501897533206815,,
00145446,이건산업,008250,20220816,반기보고서 (2022.06),2022.06,496.08,-134.22,-21.29%,-,-,496.08,-134.21999999999997,-21.294621608757737,,
00145446,이건산업,008250,20221114,분기보고서 (2022.09),2022.09,526.43,+30.35,+6.12%,-,-,526.43,30.349999999999966,6.117964844379942,,
00145446,이건산업,008250,20230321,사업보고서 (2022.12),2022.12,439.57,-86.86,-16.50%,+17.97,+4.26%,439.57,-86.85999999999996,-16.49981953916,17.96999999999997,4.262333965844395
00145446,이건산업,008250,20230515,분기보고서 (2023.03),2023.03,697.88,+258.31,+58.76%,+67.58,+10.72%,697.88,258.31,58.76424687763042,67.58000000000004,10.721878470569578
00145446,이건산업,008250,20230811,반기보고서 (2023.06),2023.06,664.11,-33.77,-4.84%,+168.03,+33.87%,664.11,-33.76999999999998,-4.838940792113256,168.03000000000003,33.871552975326566
00145446,이건산업,008250,20231114,분기보고서 (2023.09),2023.09,726.6,+62.49,+9.41%,+200.17,+38.02%,726.6,62.49000000000001,9.409585761394945,200.17000000000007,38.02404878141445
00145446,이건산업,008250,20240320,사업보고서 (2023.12),2023.12,527.64,-198.96,-27.38%,+88.07,+20.04%,527.64,-198.96000000000004,-27.38232865400496,88.07,20.035489228109288
00145446,이건산업,008250,20240516,분기보고서 (2024.03),2024.03,593.71,+66.07,+12.52%,-104.17,-14.93%,593.71,66.07000000000005,12.521795163368976,-104.16999999999996,-14.9266349515676
00145446,이건산업,008250,20240814,반기보고서 (2024.06),2024.06,611.74,+18.03,+3.04%,-52.37,-7.89%,611.74,18.029999999999973,3.036836165804857,-52.370000000000005,-7.885741819879237
00145446,이건산업,008250,20241114,분기보고서 (2024.09),2024.09,530.64,-81.1,-13.26%,-195.96,-26.97%,530.64,-81.10000000000002,-13.257266158825654,-195.96000000000004,-26.96944673823287
00145446,이건산업,008250,20250321,[첨부추가]사업보고서 (2024.12),2024.12,480.68,-49.96,-9.42%,-46.96,-8.90%,480.68,-49.95999999999998,-9.415045982210158,-46.95999999999998,-8.900007580926387
00145446,이건산업,008250,20250515,분기보고서 (2025.03),2025.03,503.1,+22.42,+4.66%,-90.61,-15.26%,503.1,22.420000000000016,4.66422568028626,-90.61000000000001,-15.261659732866214
00145446,이건산업,008250,20250814,반기보고서 (2025.06),2025.06,483.96,-19.14,-3.80%,-127.78,-20.89%,483.96,-19.140000000000043,-3.804412641621957,-127.78000000000003,-20.887958936803223
00145446,이건산업,008250,20251114,분기보고서 (2025.09),2025.09,548.44,+64.48,+13.32%,+17.8,+3.35%,548.44,64.48000000000008,13.323415158277552,17.800000000000068,3.354439921604114
00145446,이건산업,008250,20260318,사업보고서 (2025.12),2025.12,320.1,-228.34,-41.63%,-160.58,-33.41%,320.1,-228.34000000000003,-41.634454087958574,-160.57999999999998,-33.40684030956145
