corp_code,corp_name,stock_code,filing_date,report_name,report_period,amount_display,change_display,change_pct_display,yoy_change_display,yoy_change_pct_display,amount_eok,change_eok,change_pct,yoy_change_eok,yoy_change_pct
01365384,이성씨엔아이,379390,20220323,사업보고서 (2021.12),2021.12,181.14,-,-,-,-,181.14,,,,
01365384,이성씨엔아이,379390,20230323,사업보고서 (2022.12),2022.12,62.3,-118.84,-65.61%,-118.84,-65.61%,62.3,-118.83999999999999,-65.60671303963785,-118.83999999999999,-65.60671303963784
01365384,이성씨엔아이,379390,20240321,사업보고서 (2023.12),2023.12,138.51,+76.21,+122.33%,+76.21,+122.33%,138.51,76.21,122.32744783306582,76.21,122.32744783306582
01365384,이성씨엔아이,379390,20250708,[기재정정]사업보고서 (2024.12),2024.12,70.71,-67.8,-48.95%,-67.8,-48.95%,70.71,-67.8,-48.94953432965129,-67.8,-48.94953432965129
01365384,이성씨엔아이,379390,20260323,사업보고서 (2025.12),2025.12,173.86,+103.15,+145.88%,+103.15,+145.88%,173.86,103.15000000000002,145.87752793098576,103.15000000000002,145.87752793098576
